"Iron_effect_in_EXP_G_D.BH" "Iron_effect_in_EXP_G.BH" "Iron_effect_in_EXP_G_L.BH" "Iron_effect_in_EXP_L.BH" "Iron_effect_in_STAT_G_D.BH" "Iron_effect_in_STAT_G.BH" "Iron_effect_in_STAT_G_L.BH" "Iron_effect_in_STAT_L.BH" "Phase_effects_with_Fe_G_D.BH" "Phase_effects_with_Fe_G.BH" "Phase_effects_with_Fe_G_L.BH" "Phase_effects_with_Fe_L.BH" "Phase_effects_without_Fe_G_D.BH" "Phase_effects_without_Fe_G.BH" "Phase_effects_without_Fe_G_L.BH" "Phase_effects_without_Fe_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_D.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G.BH" "Effect_of_Fe_in_response_to_Growth_arrest_G_L.BH" "Effect_of_Fe_in_response_to_Growth_arrest_L.BH"
"Rv1971" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00479523656019248 0.436810860572446 0.0026378455880986 0.993657187978439 0.489408484778857 0.31704854632271 0.0645268008331621 6.50932067313044e-07 0.000369108717460463 0.0409510525589554 0.0317067168349414 3.17757704801105e-06 0.105725374781517 0.616609511296692 0.00962283524785198 0.998498138481726
"Rv1972" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0042668159445375 0.341204191220697 0.786673537500508 0.996160890238176 0.000905008871977679 0.117434739564237 2.94878162191424e-06 2.49491280956039e-05 1.01354635005764e-10 0.000170382113205344 1.45682166894816e-08 1.51930901986157e-05 0.0767980372557934 0.25928174781606 0.565786958189848 0.998498138481726
"Rv1973" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.147353332800694 0.623602912736933 0.414572748241859 0.928482166544197 0.000274920898911913 0.00104967380090669 0.000123598389662608 0.000206419760774558 1.74617211529685e-05 0.00644989833305268 0.00381367322835057 0.00157043665999707 0.824113630536087 0.974341456394698 0.696320657807136 0.998498138481726
"Rv1974" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0414023225465342 0.410413920816844 0.503119884451552 0.96587522253443 0.000897057931973141 6.84829463683034e-08 1.52489566498319e-09 1.1256935177496e-15 7.58139248792677e-07 0.00854991008624471 2.53692103839438e-13 1.65072462683496e-16 0.422717948213651 0.303793178912103 0.482054948469851 0.999290849131316
"Rv1975" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.306501406960482 0.925136642542921 0.623828824487085 0.99375102884922 1.76111825226027e-22 4.51683818637697e-11 6.82163787285908e-17 1.61600708599576e-35 1.37442020680951e-21 9.41774872947609e-07 7.29314402793164e-12 1.27484351034722e-32 0.899642424510761 0.505771245053273 0.407923282764309 0.998498138481726
"Rv1976c" 0.999652421664065 0.99978373860597 0.999897569248579 0.968320763651564 0.154923966768793 0.76528050075953 0.0512271081377984 0.99375102884922 2.06057992068647e-11 4.44388724692188e-12 5.17392381055399e-20 1.18501466040297e-12 3.55753643126553e-16 9.87875469765006e-08 1.83151358276626e-10 1.57686627920828e-07 0.456709341147957 0.519688820655206 0.106863961668941 0.887148340960311
"Rv1977" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 8.72754730011743e-06 0.995375852139991 0.447673084450343 0.934327697894604 3.39558887929511e-20 2.07841602776896e-38 2.91669749802608e-60 4.17221417621624e-32 7.73792206982887e-42 4.12728115733566e-31 1.9077662095484e-46 1.39200027865236e-31 0.0107764499462514 0.650144754927192 0.235982354113556 0.998498138481726
"Rv1978" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0119332933441824 0.775051580504202 0.175739241121526 0.822226841120451 0.00335292193609975 0.0179980197992412 3.78107618639487e-07 8.67943749325733e-05 1.54048026058645e-08 0.129016776233752 0.00510164678368017 2.44460810315663e-06 0.126098170687828 0.762034320291775 0.194207324133334 0.998498138481726
"Rv1979c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.76003275950558 0.00280491858417619 0.478955603465142 0.990751463179821 5.92035188321632e-06 4.82981784359848e-06 0.371296348817797 2.20874526301765e-05 0.000209749043916109 0.620296948139056 0.371294426743733 1.66281166404878e-06 0.702544843629348 0.0160457739951403 0.280524563702473 0.998498138481726
"Rv1980c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.103768248860841 0.00012632476009138 0.059536542699566 0.794782109187197 1.01066638493732e-05 0.237062218683232 0.00276522619157192 2.93176875458206e-14 0.000119157181600543 0.00264845191462862 8.58490084608004e-08 1.95922058815835e-10 0.800708373580556 0.00847824404381296 0.170741533276191 0.998498138481726
"Rv1981c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000789317415700691 0.782706320615235 0.247703418285569 0.99375102884922 0.00018634211560825 1.03554622518585e-22 0.102967429702279 0.0688918662593222 1.45592794528206e-13 3.00177978286952e-18 0.0317807313970913 0.00158326656589433 0.036607903090242 0.636411598950904 0.801441127548725 0.998498138481726
"Rv1982A" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.371030022346327 0.0357916554372747 0.00538689330366403 0.57262052397299 0.0173041105314812 5.42947481152809e-33 7.93784764384007e-21 0.835574536819923 0.015431512770763 5.09939512661941e-18 1.76493296709125e-09 0.887319994849461 0.982610947265891 0.105014545351084 0.0533631284352984 0.998498138481726
"Rv1982c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.274896775688417 0.0217587192505975 0.271378099991521 0.799206557657703 0.00487366202496727 1.67195498432352e-25 4.36943076218699e-08 0.000469754987520672 3.3346455496302e-05 4.43171245165153e-10 1.52954461427047e-05 0.000307426811162126 0.505375196032559 0.0237715906267968 0.556032738334351 0.998498138481726
"Rv1983" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0410564249750452 0.0591088412694867 0.179026754234282 0.99375102884922 0.00191501566776521 0.0254146472664729 2.22976588945558e-07 0.00859776715660121 0.18567670510307 0.882602716317039 3.45788424762241e-05 0.0657227960999445 0.361115574484144 0.284858182075756 0.599285438335028 0.998498138481726
"RV1984a" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.00146014327168157 0.0783910939939572 0.50859971514061 0.993434606278659 0.000440530446089928 0.0418307892767675 2.30902748286041e-10 4.87451251549184e-05 2.03517285807951e-10 4.20139523611685e-06 3.08511966937031e-07 1.24040362344374e-06 0.114085925998815 0.1663334671597 0.533846689929271 0.998498138481726
"Rv1984c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.552158193575149 0.00533730928418932 1.57531990180302e-06 0.485374113530746 0.866092006655621 1.65643814137925e-05 9.84015158344303e-08 0.00886991611901218 0.536674715005478 1.74648883880338e-11 2.17361898730719e-26 0.000117013956958402 0.836356176591226 0.0163593554480893 0.000112648839470375 0.998498138481726
"Rv1985c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.26772545250662e-08 0.20464718493183 0.443881432489665 0.717334738142495 6.17549438870431e-07 0.000272006285375828 6.0738871773944e-21 0.0210574618253999 9.82038812108952e-22 6.17681666095763e-08 1.19620861085577e-14 0.3522635078047 0.00687663207538494 0.331340029472396 0.358014740135128 0.998498138481726
"Rv1986" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.65431546402502e-17 1.01792879291383e-08 0.80514596322812 0.999854649905164 4.51575164026169e-47 5.10340698928944e-05 1.73832781528274e-05 6.71204996375616e-92 3.30893413645493e-118 8.41175356993856e-25 0.00114938823470557 1.52820111723199e-87 3.1471886415231e-08 0.000339657036425652 0.584114336843142 0.998498138481726
"Rv1987" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.188588477395888 0.726443671542879 0.296554947098321 0.96587522253443 0.233409843019592 0.134681500260479 5.39618355505256e-12 1.04424879047367e-17 0.00687357085932713 0.131602664273451 1.19260613124262e-16 3.96898819025657e-15 0.446342004691439 0.997389852341992 0.444598930486395 0.998498138481726
"Rv1988" 0.999652421664065 0.99978373860597 0.999897569248579 0.115931578486028 4.99655471191596e-16 0.0211569471065874 0.639811608660478 0.876445700425622 4.73810489163492e-19 4.57377986972611e-09 0.437834074346468 9.8180579544612e-43 0.711980907746633 0.0994382238120244 0.382154061835261 1.46908676444441e-20 4.30674009176642e-08 0.0221156891375039 0.322439898352362 0.0652810534801815
"Rv1989c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.000234268596545501 0.0373987159154454 0.885733017122629 0.993657187978439 8.78036472646682e-100 3.18937539224166e-178 5.50638289762837e-178 1.05760571486068e-125 5.37112214702092e-147 2.41847027578397e-201 9.7265652326757e-170 2.60056797196171e-118 0.00485401468031855 0.360573080992477 0.735837387344671 0.998498138481726
"Rv1990c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.222506840529828 0.200333025603479 0.000174545873753211 0.99375102884922 7.50079265047466e-32 4.39849163322505e-62 1.57477748733216e-32 2.43598149988126e-63 2.04338336510318e-39 9.78972140155316e-74 1.32764656044442e-61 3.75831118448559e-57 0.469309186678338 0.424171504521576 0.00469675940542904 0.998498138481726
"Rv1991A" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 7.80090044486951e-30 1.67271757721506e-87 6.01172676750119e-31 0.825895779195496 0.028310678261685 4.56312062077462e-12 6.67138117281661e-12 1.46312722194118e-11 3.76731859223025e-43 6.53735560166278e-197 3.02782394676318e-77 8.27665743415757e-15 4.43565426900568e-14 3.52648135977551e-46 1.22980469420873e-13 0.998498138481726
"Rv1991c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 3.27726044707141e-07 2.96164528718381e-47 8.29497368471972e-16 0.876075497444163 0.000260461469407568 1.10119789356381e-21 2.71416102975528e-09 3.81682578655674e-06 5.98266439195461e-20 1.16843599093223e-134 7.16170809902009e-45 6.49003643915693e-06 0.000891819419368288 1.10019142226194e-20 3.40558608893165e-07 0.999615955253652
"Rv1992c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 7.04602671404598e-78 5.02550504391536e-163 3.01718748860468e-50 0.965518776055689 0.000115233056202076 5.58005246292346e-40 6.52159891484489e-22 6.25954086583274e-13 3.6857032818958e-109 0 5.31870742454306e-132 7.59860380189424e-15 2.64967464100226e-36 1.87342570615024e-79 5.1857734329381e-24 0.998498138481726
"Rv1993c" 0.999652421664065 0.99978373860597 0.999897569248579 0.0801023618176575 1.81255525112906e-49 1.9942249460654e-120 2.80135485194801e-36 0.96587522253443 0.191504806170403 8.3700723707649e-11 6.12443970495467e-08 7.53046781096205e-06 1.78501478615811e-53 1.45029622111064e-217 1.98701132782894e-86 0.0976743988611227 1.0996238838157e-20 9.92319228464721e-60 6.76335247639182e-22 0.530849144743967
"Rv1994c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.11773590568005e-95 1.80191313627535e-193 5.18167722218716e-68 0.0823045013683781 0.0247671553884978 2.46544638744443e-16 1.52633206614865e-13 7.01848440377538e-07 1.92982901822243e-100 0 7.78066038089591e-128 7.0281076948726e-13 1.74668757228736e-38 4.51374305903718e-94 1.97225588633599e-29 0.829525834061671
"Rv1995" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 1.02911091758018e-16 1.94361999856832e-46 0.000705463614318045 0.998670883741985 6.0578812186113e-38 1.2340292759366e-34 1.75301118863627e-44 1.93514093895724e-30 2.15856257927655e-100 1.31681339676008e-203 9.64196921200404e-76 5.45888952003791e-34 5.41489433087608e-09 8.91184819390932e-20 0.00478443177729858 0.998498138481726
"Rv1996" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.235053501895924 0.0155577577733101 0.658506744593682 0.372404790480686 1.03503285128958e-53 2.14185853367012e-76 9.53597468932431e-77 1.52683202016472e-39 7.02623396661673e-70 2.31152140504145e-49 2.2891086159617e-74 3.02394460435936e-27 0.241777936030586 0.0283181123571664 0.871691948112119 0.77835225722014
"Rv1997" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0134232364379238 0.0501697222983041 0.448227399690628 0.993434606278659 4.66323887744513e-103 2.23909005883509e-117 4.06007316027798e-132 2.24817155846889e-91 1.56445734827768e-127 5.55423438621795e-85 2.03936928142188e-143 1.33362426951364e-95 0.209544767215703 0.0420159280538039 0.604624370058215 0.998498138481726
"Rv1998c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0693044062763449 0.734771758244049 3.6536104373119e-05 0.32545221594986 5.52027923594737e-47 7.78747141806964e-101 3.83142252913256e-58 8.27149318854855e-85 1.45698919078434e-65 1.89253328937074e-101 2.64654307978849e-103 2.33873430113278e-105 0.139855313691209 0.997734423021144 0.000453514785062921 0.799998203220247
"Rv1999c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.438270215945228 0.78239935383459 9.74691446489629e-07 0.834154225870415 4.39281487885212e-46 6.87891770005664e-126 3.27745041068419e-106 4.85975569060843e-83 2.57070135171446e-47 6.35686260562792e-127 7.77751182232142e-153 3.49598097049489e-82 0.989254518780912 0.761757774591518 0.0103037309988453 0.998498138481726
"Rv2000" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0434516867531523 0.267413480623743 0.336221704449192 0.993434606278659 1.6447405699779e-12 0.00220450536575045 0.631187061263077 1.97632403149723e-11 3.64877871751146e-07 0.175115269278964 0.386641050311928 3.40827974830825e-12 0.339559343701549 0.459319657421628 0.844633512050034 0.998498138481726
"Rv2001" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0246366647169637 0.914209954004653 0.00142911462147856 0.99375102884922 7.03766539349157e-10 1.28781055957354e-05 0.114821209360124 7.47169612771355e-17 0.0188249382913883 0.000350633333857065 0.120374651858637 2.14904953929163e-15 0.0349133277783391 0.835063679040117 0.047777774098563 0.998498138481726
"Rv2002" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.457166504030901 0.954787016196152 0.31033311898486 0.912570815732923 2.67024737134155e-29 3.73537249870376e-13 6.81970944341835e-05 1.20387165175122e-27 8.01844658012457e-28 1.78076411807526e-13 0.00255190333273014 9.02631707909507e-35 0.886259674364836 0.908646230867055 0.620711943460613 0.998498138481726
"Rv2003c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.426525505763495 0.621885314610324 0.503801070300026 0.421002715991778 4.97085297576964e-34 7.01028648616777e-32 1.25241711091679e-26 1.76009256861709e-23 9.4450798839513e-39 2.58429966809342e-24 4.34666559501835e-26 6.27021950470842e-34 0.715621821348175 0.437002324655857 0.953299631552886 0.833424031755711
"Rv2004c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0129748578494869 0.786552737882721 0.67609620506077 0.288286871585416 2.27322559044258e-35 5.18925308694462e-41 1.01377600905333e-38 5.57888258713993e-29 1.43365283445943e-51 1.70045242191298e-35 1.16882079459351e-38 5.13746324261664e-42 0.144942198594242 0.64691158609504 0.984839433703987 0.765756879534608
"Rv2005c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0871884997822933 0.356286700571437 0.925762484079631 0.522075927276366 2.76184154146204e-23 7.69213652300336e-12 8.65723935891871e-15 6.79402337136014e-16 1.81043841270663e-32 4.82865305436044e-13 1.12204944034205e-16 3.06378015447432e-21 0.329265651516307 0.885338689691031 0.7996920600093 0.998498138481726
"Rv2006" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.152577429781024 0.961861672014683 0.980170449309247 0.501150356544464 4.1775205402433e-32 1.87647988787719e-14 2.02200348887573e-16 1.87187747851484e-18 2.89129773189271e-41 2.39603383443285e-12 2.38772867383625e-17 3.25772277548771e-25 0.416407760809089 0.77161447746352 0.912529050001901 0.994324268545132
"Rv2007c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.365773942831635 0.569626627253596 0.858531990840581 0.721187867999415 3.40271534054148e-26 0.00012914498496756 2.63734692472491e-07 1.89262460303668e-18 1.90153258195722e-35 3.23830996218203e-05 1.21440947963188e-07 3.02189630059113e-23 0.351348428671939 0.904567199101253 0.951362829158897 0.998498138481726
"Rv2008c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.533348048514218 0.906848074166794 0.360184363881373 0.403447383048741 5.67561280761867e-11 0.000136944994741894 4.38157111947894e-08 1.55869494588569e-05 2.0932483623068e-09 0.00753077220999115 8.92719626532287e-06 2.27156421842333e-13 0.843250059347443 0.658781447613536 0.612010312516023 0.537877481101991
"Rv2009" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 0.0176936708384813 0.577618059615613 0.284656241605691 0.268494837404596 1.15120274566492e-06 0.57255518242047 0.000313754307833783 2.41567455255752e-18 0.024510313925792 0.567437836207701 0.0213434359398614 9.48788178233067e-28 0.154482638226628 0.994409930427171 0.49595925427081 0.612347625294045
"Rv2010" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 8.89006267535676e-05 1.41694459768724e-05 0.722333826920081 0.455315232639148 1.33025471425355e-05 0.0485927067888388 0.290516277665648 8.83635175890521e-32 0.252853986410388 3.50676055383012e-07 0.961184272110197 2.23164265510808e-43 0.0647172025946199 0.0846574673196078 0.531540784819257 0.78269184071647
"Rv2011c" 0.999652421664065 0.99978373860597 0.999897569248579 0.998493520944799 2.23319614077549e-08 5.10387810903397e-05 0.0612375661719407 0.164825940377165 0.686219038043314 9.68156912847277e-11 7.62924760454073e-14 6.92642979764695e-08 3.66607420012152e-09 1.10343058399772e-26 1.74176282215558e-20 1.92105130179263e-16 0.000722845353922993 0.0301960128152019 0.349166845204122 0.306886582664071
