"C1_Fe_YES_3" "C1_Fe_NO_3" "C1_Fe_YES_4" "C1_Fe_NO_4" "C2_Fe_YES_3" "C2_Fe_YES_4" "C2_Fe_NO_3" "C2_Fe_NO_4" "C5_Fe_YES_1" "C5_Fe_YES_2" "C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_YES_1" "C6_Fe_YES_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C7_Fe_YES_1" "C7_Fe_YES_2" "C7_Fe_NO_1" "C7_Fe_NO_2" "C8_Fe_YES_3" "C8_Fe_YES_4" "C8_Fe_NO_3" "C8_Fe_NO_4" "C11_Fe_NO_3" "C11_Fe_NO_4" "C11_Fe_YES_3" "C11_Fe_YES_4" "C12_Fe_YES_1" "C12_Fe_YES_2" "C12_Fe_NO_1" "C12_Fe_NO_2"
"Rv0623" 210.999940978434 234.00020247047 268.000523415463 254.000202468385 504.00162761375 758.998863791298 330.000294425701 323.000290115684 356.999574758125 206.999895905309 337.000269291867 332.000053005784 266.000112762048 305.000032463149 212.999931555548 183.000003393178 264.000005357785 308.000073961869 233.999955921187 301.999876484403 503.997787171008 353.000376084772 278.000581078046 327.00033484787 234.999703779323 270.000247899333 240.999700406166 249.99991236943 112.000304240895 139.999718920187 71.0000175129204 86.999731749942
"Rv0624" 382.000432995706 455.99930209754 507.000307660674 593.999912873625 1034.99979127775 1445.00140123787 606.000471499357 638.001620293821 483.000285359126 347.000202003833 453.000543919614 472.000139596061 236.999842481702 239.999907790213 183.00016297041 192.000305074204 455.999648764225 567.999640144801 498.998752172922 567.000653889045 522.000505300647 332.999857275873 358.001976447883 475.999981173428 504.00086411835 507.00058545375 513.999644452781 491.999997578775 181.000173692479 223.000044897522 181.000048431983 188.000311413512
"Rv0625c" 374.000165752744 370.999672200404 375.999409175976 306.000261033398 402.00099122343 607.000918068863 218.000135004476 267.000401091688 619.99883655377 389.000451450318 464.998741193835 743.001948304168 91.0000111196145 105.000321927838 42.0000039809081 59.0002274489156 1059.0005363602 1309.00023415381 771.997767065405 831.998720652892 344.999850743015 184.999765570202 169.000608033096 287.999622058254 762.999801296316 796.000290236037 818.99825024144 726.999567385965 141.999691561869 122.999835963903 73.9997977495384 104.00030832908
"Rv0626" 593.001423055564 629.00097429408 583.001380334612 558.999634448069 333.999935054555 446.000325599882 243.00000627135 228.000545328094 766.998087430575 522.000916234837 692.999625899184 793.000156970347 54.0000001808308 80.0001909117229 45.0000136030841 40.9999152125424 1092.99996396403 1290.99874399947 1006.99784205408 1206.99827441836 428.001473235383 211.000182703588 404.000368554219 502.000021360915 696.999330810292 732.002562742021 679.998144633517 605.998115961965 87.0000771020439 88.9998081075827 78.9999860500349 97.9998401673132
"Rv0627" 1282.99983204949 1402.99993136301 1161.0000023955 1111.00393113016 581.000277540374 845.999113637493 495.999401525288 471.000423314292 1027.99802963686 771.997828988757 918.998467511644 1144.99840233834 125.000294797929 157.999829077102 111.000024493322 117.00025891809 1473.9990826279 1611.0005795015 1321.99748080273 1501.99780507122 927.999250478173 465.000405573023 777.002596192211 1075.99893050479 1244.99683735588 1118.00016727835 1207.99885070375 1273.99290413113 187.000280485009 187.999904375011 144.999624342479 203.999952444121
"Rv0628c" 2111.00068973966 2494.00165753704 2128.00132710664 1827.00284501697 2502.00118227883 3342.00559841129 2303.99909308029 2636.00097380705 2233.99662741702 2044.00210229327 1804.00026363799 2896.00085542546 912.999669485572 1259.99845603998 1100.0030712549 1037.99869367122 3111.0036266099 3233.99953998728 2643.99734218959 2631.00127627333 7609.00615062358 4784.00349571818 3680.0046874481 5491.99767379977 2283.99937063539 2057.00164967029 2121.99821747576 1894.00021547206 1029.00191062105 891.001839355812 836.99927883506 1012.00144958256
"Rv0629c" 1686.0011510114 2189.00097974675 1453.99607125881 1426.99887731809 449.999824364709 707.99965447433 255.000155846528 261.9993905052 2030.00155484956 1710.00207153866 1682.00019236692 2520.9994052841 62.0001432845196 95.9997558971773 17.9999940219575 22.0000633370215 2555.99726438035 2407.99939718439 2288.00035049543 2419.00047725297 403.999503498407 234.999663131834 74.9999801075905 98.000260556691 2549.00187663778 2266.99751050947 2338.00225493145 2030.0017736324 154.000263188133 192.999578030407 157.999932170674 185.000488904045
"Rv0630c" 1594.00182882303 1810.00089313848 1212.99724570816 1222.99451499351 491.999157160812 578.999955925871 202.000431631643 277.999197460956 1801.00414362202 1490.00471903318 1413.99978414598 2395.00602121911 39.000047878722 38.0000503601882 13.9999969094015 19.0000130702349 2704.00129235016 2757.00218425874 2209.00597469716 2403.99667077425 317.999673693718 138.999790256055 142.000158282813 219.000305337003 2053.9991933861 1741.99616409043 1944.99648173232 1942.00216494804 143.00028283468 204.999913900946 160.000021965029 179.000099217699
"Rv0631c" 786.000056366376 987.000178754974 795.000320702179 631.999668439812 420.999255064008 561.999205469486 152.999982416539 163.999958822412 1055.99942939077 851.0003443801 736.999652705029 1284.99983482647 30.0000010496266 43.0000208128125 18.9999987597021 20.000017834403 1994.99516200158 2108.00242320924 1467.99987412363 1672.00491242641 345.000437164652 146.99966566065 111.000183634716 128.000060346104 1048.00059173877 856.999497798814 1049.00011073402 1016.99991821355 135.000120989411 126.999803880266 121.999851209254 159.000084208834
"Rv0632c" 6519.00065882478 7142.00316463968 6786.00393397284 6695.01729186082 4735.00731568657 5018.01561839689 2091.00266460207 2025.00158133983 10905.9719448027 8162.00821871008 10373.0038146989 11134.0042819547 423.998375673294 416.001915833297 203.999840239294 123.000049395793 8042.00529845488 8621.00093284295 8835.99228511962 8215.9997079323 2110.00101636561 1372.99868174688 885.00151754577 970.997502024468 6264.9867154643 6798.01505804037 6331.98642877993 6472.99879336225 1335.00126634497 1120.99959171406 1090.00097010675 1076.99899840935
"Rv0633c" 2597.99543999419 3006.00852162688 2518.99485839935 2532.99531163364 1163.99895013772 1507.00310919788 828.0011909078 767.999789845224 2844.99693721624 2097.00051108385 2909.00012567623 3119.99913080463 174.000278066396 171.999960621279 90.0000151753666 82.0001114739066 2632.00293067683 2947.00067120019 2938.99663852095 2960.00351285039 1314.9996129891 824.998068172481 624.99953964208 856.999028930377 2475.99937885261 2567.00145264603 2410.99672121733 2381.99919739404 261.999988891307 237.999571150746 181.999919794146 248.000198253727
"Rv0634A" 1928.99942065728 1804.00072886051 1719.00187257942 1928.00209753673 758.998736927533 865.001800102819 380.00030225392 346.000389000285 3412.99407878617 2412.00125140275 3180.00048119546 3313.00237923521 109.999744815213 72.0002882039373 39.0000088216564 51.0001033692827 2094.00023839868 2430.00022637101 2291.99891568679 2055.99825260841 322.000122080391 226.000024297101 181.000569353922 175.999974628378 1854.00057520839 2292.00497209378 1752.99876263722 1662.00090236554 313.99998317652 286.999325710652 280.000120885532 313.000529338723
"Rv0634B" 439.000098790924 500.001628986835 569.00132021174 498.001283881081 932.999709347853 856.99960169136 298.999160243219 288.000772924987 1381.99941703015 1195.99756002348 1378.00188583605 1547.00014696558 75.0001054699417 73.9999379485374 29.0000327220386 53.0001542837432 1347.99726001807 1789.99515222438 1369.99922128441 1537.00208892532 394.00071783471 231.999722265252 221.000508560167 293.001127236932 773.9999178069 878.000961582696 757.000533478925 817.000127943177 401.000380240362 447.000529919023 357.999564975259 454.001193006163
"Rv0634c" 3419.99730707903 3619.999540046 3767.01003242648 3847.00306082601 3006.98763260068 3143.01600713174 1995.002002496 1837.00108656673 4935.98619824517 3502.01084080299 4704.01037126391 4667.99253057506 300.000142728055 290.000247158941 231.000161290294 115.000265419869 3539.00824559682 3515.00587507118 3597.99341850094 3388.99433734752 1801.00001964863 1214.99836102988 871.000593742697 1026.00108828037 3343.98926806999 3701.00990712048 3441.98638422857 3721.00647234144 651.999525188267 669.997916060818 591.002162695458 648.001250044382
"Rv0635" 1359.0016997054 1856.00091132464 1680.00052483085 1880.00248244885 2007.00755372308 1794.0064334821 704.999997656083 645.001163925708 3669.00454380727 2946.99478612278 3231.99305578885 3659.0010843037 126.999945429164 112.999791118766 79.9999852432995 73.9999955368646 3807.00310963706 4399.00469951546 4207.00384393711 4066.00451427336 828.000681510564 449.999973362184 513.000865253751 593.999643200513 1875.99582670096 2053.00508447924 1750.99445779142 1739.9952794952 772.000693416764 915.99770798983 681.998370231559 794.001277861836
"Rv0636" 1359.00074884379 1909.99951231483 1823.00162901464 1904.99958291266 2733.00499401914 2654.99844977455 999.00016643195 1037.00006525306 4485.98886880445 2754.00306112069 4055.99014920109 3881.9969529581 145.999706735489 156.999959810762 106.000174171286 108.000147191954 5036.00914258243 6110.98684598332 5044.00172094449 5488.98960621611 1392.00145844361 801.998138208515 827.002412295476 1078.00166086459 1887.9944147551 2204.00681447766 1920.00209842483 1810.99517404289 1092.99841350186 1074.99686108625 884.999286097414 951.001210285059
"Rv0637" 2532.99901844964 3097.00459909702 3260.00528804271 3283.99609848383 3398.00650765793 3251.99424963758 1308.99806366382 1232.99959073025 6572.98773949361 4536.00343439206 6347.01046901062 6304.98543142477 172.000315218083 213.000469474271 116.000185184646 99.0000752030313 7557.00520579147 8941.9902835611 7495.00400944878 8560.0088758951 1122.00043283781 583.000710888512 629.000545852816 667.999010138541 3460.99215522227 3647.00450309147 3506.99822156596 3599.00091442444 1399.00032471361 1602.99542704359 1230.99741550886 1574.00198216887
"Rv0638" 6528.01376214911 7042.00172685379 7040.00568901001 6993.01542763182 11062.0154770383 13031.0045477539 6772.00820605846 6718.02135150652 9453.98291972238 6736.99761754569 8263.98841644391 9609.99077031107 1993.00311482891 2147.99915721583 1369.99966635947 1861.00039737325 11959.0251679936 13508.9818830493 12041.9919457686 12680.0068705495 8273.00259582131 4589.0048428258 9057.0235656969 11922.9868447249 9757.00112893669 8761.00877183543 8473.99769263914 8201.98547253581 3684.98757966345 3185.00172815904 3352.98996780545 3393.00683704658
"Rv0639" 12513.0031269557 14803.0070253077 13553.0098634755 13560.019953762 16985.9829278252 19161.0117882748 10668.9949781657 10185.0205690073 21945.9639010079 15325.0042357774 20322.9932680539 20677.0254794112 3327.00037178961 3305.00533934086 2300.99885721986 2516.00435329234 19267.0040647178 20183.0195526084 19311.9792461111 18744.998445708 13646.010396251 7818.98843422709 14828.0250871343 18259.004410419 19700.9728346204 16918.012351843 17790.9716221957 17910.0010418446 5271.9960452125 4750.99414126358 4457.99356253253 5348.0052600534
"Rv0640" 6781.01325175403 8150.003321748 8170.99739313716 7741.00220342511 10363.0008190969 10710.0249535033 5821.00735752397 5424.00350432121 14302.9120228719 10518.0415930044 12383.9953893394 12976.0278062446 1356.99721715998 1282.99998521878 990.002042343479 1140.00130978809 11563.9863877913 11392.9382454618 11430.002504136 10775.9981926816 5328.00312777811 3040.98862919873 5999.01033670232 6978.9963258808 11109.0086179392 9449.01264786976 10758.0111479317 11603.0184611538 3219.01083912075 2891.98899120509 2630.99833485013 3283.99766598358
"Rv0641" 16156.0115468759 18993.0212798719 17541.0182048871 19087.0346135595 15245.9821535037 16433.0268875444 8849.0003302878 8733.00653053524 32146.8532785131 22781.0785570948 27309.0145748827 28927.0719391068 1942.00034699903 2097.00201728245 1483.99875798743 1430.00316393741 38810.9853111337 32152.0709218718 37933.8261071812 32483.0357825906 8153.99195970759 5096.00464696875 9181.00381627534 10735.997430066 26216.9214322823 25625.0480390758 26286.9673715154 26126.1228176688 5964.99729391883 5398.98131364873 5088.99791415202 6080.99582636833
"Rv0642c" 5690.99378528754 6183.01082611602 6158.99762050068 6017.01208993787 5090.99022586789 4837.99605544173 2519.99927903564 2350.00303029077 10918.000649724 7512.01029990939 10053.9921310903 9243.99824743473 608.998550700499 518.000840710541 422.999791143759 313.000406521225 10142.9929532017 10030.0050936095 9960.98824235741 9702.0085320246 1495.99902677704 893.998906870244 1392.00402155289 1391.99865169768 8077.01009240389 8514.01177345458 8152.99508277612 8604.99490624186 3372.00152412003 3135.99357726157 2935.99468783118 3130.00206008812
"Rv0643c" 1990.00141252169 2119.00244566216 2531.99824059004 2284.00380103871 3290.8131328937 3164.00367538697 1440.00214644583 1478.00327337436 3898.00638442661 2694.00974420943 3534.01136221245 3265.99985666256 361.000351405364 292.000383922725 298.000392263429 212.000400042251 4291.01662080672 4794.9850256152 4313.98161480516 4571.9997710774 1075.99943495753 618.997801420307 1009.0016641304 1017.9968290605 2542.00065316462 2761.00226301927 2828.99658977271 3184.00324005345 1874.00158758762 1869.99597303021 1806.00052708374 1900.99873774447
"Rv0644c" 842.999589781571 885.000573394917 1107.99933006618 981.001581204197 1745.00185772833 1851.00383786579 757.999266417317 713.002400424394 2049.99759520007 1494.00156307389 1823.99888232321 1752.00061719609 178.000025225033 139.999977329139 126.000098777451 132.000182693323 2451.00107975564 2727.00037840807 2445.99816147618 2756.00357174246 784.99971963039 513.998986732049 812.000910502237 828.000400136586 1059.9987119301 1204.99940240538 1073.99990285028 1165.00141027322 862.998939157953 730.001374635019 724.998116866518 826.003386593369
"Rv0645c" 1162.99979142425 1509.00025515543 1498.00155589972 1429.00188771968 1420.00022883576 1569.0035714061 1019.99872193666 992.002768264667 1672.99874708266 1225.99971158577 1561.99886942442 1625.00095377552 224.000318188896 147.999918241982 120.000341363557 89.0000346108468 1731.00196390796 1787.00006367702 1870.99802969037 1828.0004947174 529.998537759356 476.000266470699 505.00118960909 548.999428696443 1529.99854172208 1486.99910668052 1580.99868444304 1601.99909756753 433.000125839024 378.999462647998 342.999548689034 365.999977587249
"Rv0646c" 3097.00550313764 3683.00773636565 3275.00011935655 3141.99970085221 898.999861721112 1119.00105542388 335.000250876839 426.002353365768 3432.99509124301 2564.00040799794 2752.00114754731 3887.00890997578 99.9998271313471 118.999901800013 68.000020734813 58.0000572750668 4535.99049657474 4104.99821378185 3944.99417727204 3856.99588364384 537.999697383745 202.000066857523 360.000470524999 420.999550097434 4519.00119414216 4179.9942673642 4631.00997081777 4673.99214174877 309.00017044651 247.999884583736 242.999509696298 246.000245219803
"Rv0647c" 5536.98370495669 6392.99749097365 6422.99663973633 6160.01070463369 1833.99708683474 2170.99637407317 840.002134464788 888.001711605905 4893.00910648447 3987.0016416228 3731.00075150765 4818.99637153272 169.00046183735 185.999067760449 83.9998400756486 142.9999314985 6291.01367733792 5511.99729896591 6342.01834190034 5802.99664000857 873.999714708636 334.998277551156 540.999447895604 529.001436529341 6980.01179719313 5816.97900437629 7241.03806870622 7282.98314263293 503.000459433161 437.999525635933 400.999700269553 446.000484861672
"Rv0648" 423.000576412646 490.999927252676 494.000316546817 358.000625392421 274.999236146495 351.000498106828 132.00007310288 175.000171187182 437.000593385938 411.000363212623 354.000583654712 558.000313013358 63.0000158632911 116.999827723078 42.9999059037748 72.0000687365828 646.000267277725 586.99957118901 593.999612753368 549.999490856932 427.000338616053 269.000411535755 243.000350688506 354.999874677484 516.000499830248 464.999719148214 543.000285637253 471.999687022941 87.9999360836853 100.00002778888 70.0001038418836 74.0001507457575
